mame2003 per-game video output color format
======================================================================

HOW THE FORMAT IS CHOSEN (per loaded game, default options)
----------------------------------------------------------------------
The libretro pixel format is selected once at load from the driver's video
attributes, and the frame is delivered with the fewest copies/conversions:

  VIDEO_RGB_DIRECT + (6BITS_PER_GUN or VECTOR) -> 32bpp -> XRGB8888
      Direct RGB; handed to the frontend as-is. Zero-copy pointer pass
      straight from the game bitmap when the game is not rotated/flipped.
  VIDEO_RGB_DIRECT (no 6BITS, not vector)      -> 15bpp -> RGB565
      0RGB1555 is up-converted to RGB565 with a single shift per pixel
      (RGB565 is the frontend's fast path; 0RGB1555 is not).
  paletted + 6BITS_PER_GUN                      -> 16bpp -> XRGB8888
      Palette index resolved to 32bpp via the game palette.
  paletted (otherwise)                          -> 16bpp -> RGB565
      Palette pre-resolved to an RGB565 table on palette change; the
      per-pixel path is a plain table lookup with no arithmetic.

In every non-bypass case the conversion writes straight into the frontend
framebuffer when GET_CURRENT_SOFTWARE_FRAMEBUFFER grants one, else into an
internal buffer. Rotated/flipped games convert rather than bypass.

Totals: RGB565 3642 (79.4%), XRGB8888 947 (20.6%) of 4589 games.


######################################################################
# RGB565  - paletted 16bpp, palette pre-resolved to 565 (table lookup)   (3641 games)
######################################################################
ssprintf       machine=sprint           XRGB8888
ssprintg       machine=sprint           XRGB8888
ssprints       machine=sprint           XRGB8888
starblad       machine=poly_c140_typeA  XRGB8888
steelta1       machine=steeltal         XRGB8888
steeltag       machine=steeltal         XRGB8888
steeltal       machine=steeltal         XRGB8888
steeltap       machine=steeltal         XRGB8888
stoneage       machine=stoneage         XRGB8888
strider        machine=cps1             XRGB8888
striderj       machine=cps1             XRGB8888
stridrja       machine=cps1             XRGB8888
stridrua       machine=cps1             XRGB8888
stunrn2e       machine=stunrun          XRGB8888
stunrn3e       machine=stunrun          XRGB8888
stunrun        machine=stunrun          XRGB8888
stunrun0       machine=stunrun          XRGB8888
stunrun2       machine=stunrun          XRGB8888
stunrun3       machine=stunrun          XRGB8888
stunrun4       machine=stunrun          XRGB8888
stunrun5       machine=stunrun          XRGB8888
stunrune       machine=stunrun          XRGB8888
stunrunj       machine=stunrun          XRGB8888
stunrunp       machine=stunrun          XRGB8888
superchs       machine=superchs         XRGB8888
suzuk8h2       machine=luckywld         XRGB8888
suzuk8hj       machine=luckywld         XRGB8888
suzuka8h       machine=luckywld         XRGB8888
sws92          machine=default          XRGB8888
sws92g         machine=default          XRGB8888
sws93          machine=default          XRGB8888
tankfrce       machine=ns1              XRGB8888
tankfrcj       machine=ns1              XRGB8888
tceptor        machine=tceptor          XRGB8888
tceptor2       machine=tceptor          XRGB8888
tetrisp        machine=ms32             XRGB8888
tgtball        machine=paradise         XRGB8888
thunderj       machine=thunderj         XRGB8888
topsecrt       machine=bionicc          XRGB8888
tp2m32         machine=ms32             XRGB8888
tubep          machine=tubep            XRGB8888
twocrude       machine=twocrude         XRGB8888
uecology       machine=cps2             XRGB8888
undrfire       machine=undrfire         XRGB8888
undrfirj       machine=undrfire         XRGB8888
undrfiru       machine=undrfire         XRGB8888
unsquad        machine=cps1             XRGB8888
valkyrie       machine=default          XRGB8888
vampj          machine=cps2             XRGB8888
vampja         machine=cps2             XRGB8888
vampjr1        machine=cps2             XRGB8888
vaportra       machine=vaportra         XRGB8888
vaportru       machine=vaportra         XRGB8888
varth          machine=cps1             XRGB8888
varthj         machine=cps1             XRGB8888
varthu         machine=cps1             XRGB8888
vhunt2         machine=cps2             XRGB8888
vhunt2r1       machine=cps2             XRGB8888
vhuntj         machine=cps2             XRGB8888
vhuntjr1       machine=cps2             XRGB8888
vindc2r1       machine=gauntlet         XRGB8888
vindc2r2       machine=gauntlet         XRGB8888
vindctr2       machine=gauntlet         XRGB8888
vindice3       machine=vindictr         XRGB8888
vindice4       machine=vindictr         XRGB8888
vindict1       machine=vindictr         XRGB8888
vindict2       machine=vindictr         XRGB8888
vindict4       machine=vindictr         XRGB8888
vindicte       machine=vindictr         XRGB8888
vindictg       machine=vindictr         XRGB8888
vindictr       machine=vindictr         XRGB8888
vipclub        machine=mbmj_p16bit      XRGB8888
vsav           machine=cps2             XRGB8888
vsav2          machine=cps2             XRGB8888
vsava          machine=cps2             XRGB8888
vsavh          machine=cps2             XRGB8888
vsavj          machine=cps2             XRGB8888
vsavu          machine=cps2             XRGB8888
willow         machine=cps1             XRGB8888
willowj        machine=cps1             XRGB8888
willowje       machine=cps1             XRGB8888
winrun91       machine=poly_c140_typeB  XRGB8888
wldcourt       machine=ns1              XRGB8888
wof            machine=qsound           XRGB8888
wofa           machine=qsound           XRGB8888
wofj           machine=qsound           XRGB8888
wofu           machine=qsound           XRGB8888
wonder3        machine=cps1             XRGB8888
ws             machine=ns1              XRGB8888
ws89           machine=ns1              XRGB8888
ws90           machine=ns1              XRGB8888
xmcota         machine=cps2             XRGB8888
xmcotaa        machine=cps2             XRGB8888
xmcotah        machine=cps2             XRGB8888
xmcotaj        machine=cps2             XRGB8888
xmcotaj1       machine=cps2             XRGB8888
xmcotajr       machine=cps2             XRGB8888
xmcotau        machine=cps2             XRGB8888
xmvsf          machine=cps2             XRGB8888
xmvsfa         machine=cps2             XRGB8888
xmvsfb         machine=cps2             XRGB8888
xmvsfh         machine=cps2             XRGB8888
xmvsfj         machine=cps2             XRGB8888
xmvsfjr1       machine=cps2             XRGB8888
xmvsfjr2       machine=cps2             XRGB8888
xmvsfu         machine=cps2             XRGB8888
xmvsfur1       machine=cps2             XRGB8888
xybots         machine=xybots           XRGB8888
xybots0        machine=xybots           XRGB8888
xybots1        machine=xybots           XRGB8888
xybotsf        machine=xybots           XRGB8888
xybotsg        machine=xybots           XRGB8888
yokaidko       machine=ns1              XRGB8888
youkaidk       machine=ns1              XRGB8888

######################################################################
# XRGB8888 - direct 32bpp RGB, passthrough (zero-copy bypass if not rotated/flipped)   (222 games)
######################################################################
acedrvrw       machine=namcos22         XRGB8888
airco22b       machine=namcos22s        XRGB8888
akkanvdr       machine=f3_224a          XRGB8888
alien3         machine=system32         XRGB8888
alpinerc       machine=namcos22s        XRGB8888
alpinerd       machine=namcos22s        XRGB8888
arabfgt        machine=system32         XRGB8888
arabiamj       machine=f3_224a          XRGB8888
arabiamu       machine=f3_224a          XRGB8888
arabianm       machine=f3_224a          XRGB8888
arkretrn       machine=f3               XRGB8888
bishi          machine=bishi            XRGB8888
bm1stmix       machine=djmain           XRGB8888
bm2ndmix       machine=djmain           XRGB8888
bm2ndmxa       machine=djmain           XRGB8888
bm4thmix       machine=djmain           XRGB8888
bmcompmx       machine=djmain           XRGB8888
bmcorerm       machine=djmain           XRGB8888
bmdct          machine=djmain           XRGB8888
brival         machine=sys32_hi         XRGB8888
bubblemj       machine=f3_224a          XRGB8888
bublbob2       machine=f3_224a          XRGB8888
bubsympe       machine=f3_224a          XRGB8888
bubsymph       machine=f3_224a          XRGB8888
bubsympu       machine=f3_224a          XRGB8888
bucky          machine=bucky            XRGB8888
buckyua        machine=bucky            XRGB8888
cairblad       machine=sxyreact         XRGB8888
captaven       machine=captaven         XRGB8888
captavna       machine=captaven         XRGB8888
captavne       machine=captaven         XRGB8888
captavnj       machine=captaven         XRGB8888
captavnu       machine=captaven         XRGB8888
captavuu       machine=captaven         XRGB8888
cleopatr       machine=f3_224a          XRGB8888
cupfinal       machine=f3_224a          XRGB8888
cybrcomm       machine=namcos22         XRGB8888
cybrcycc       machine=namcos22s        XRGB8888
dadandrn       machine=dadandrn         XRGB8888
daiskiss       machine=konamigx         XRGB8888
dankuga        machine=f3_224a          XRGB8888
daraku         machine=psikyo3v1        XRGB8888
dariusg        machine=f3               XRGB8888
dariusgj       machine=f3               XRGB8888
dariusgu       machine=f3               XRGB8888
dariusgx       machine=f3               XRGB8888
darkedge       machine=sys32_hi         XRGB8888
darksel2       machine=wizdfire         XRGB8888
dassaul4       machine=dassault         XRGB8888
dassault       machine=dassault         XRGB8888
dbzvrvs        machine=sys32_hi         XRGB8888
deathbrd       machine=mutantf          XRGB8888
dragnblz       machine=psikyo5          XRGB8888
dragngun       machine=dragngun         XRGB8888
dragoonj       machine=dragoonj         XRGB8888
drifto94       machine=drifto94         XRGB8888
dungenmu       machine=f3_224a          XRGB8888
dungeonm       machine=f3_224a          XRGB8888
eaglshot       machine=eaglshot         XRGB8888
eaglshta       machine=eaglshot         XRGB8888
elvact2u       machine=f3               XRGB8888
elvactr        machine=f3               XRGB8888
elvactrj       machine=f3               XRGB8888
f1en           machine=system32         XRGB8888
f1lap          machine=system32         XRGB8888
fantjour       machine=konamigx         XRGB8888
fghthist       machine=fghthist         XRGB8888
fghthsta       machine=fghthsta         XRGB8888
fghthstw       machine=fghthist         XRGB8888
ga2            machine=system32         XRGB8888
ga2j           machine=system32         XRGB8888
gblchmp        machine=f3_224a          XRGB8888
gekirido       machine=f3               XRGB8888
ggreats2       machine=opengolf         XRGB8888
gokuparo       machine=konamigx         XRGB8888
gseeker        machine=f3_224b          XRGB8888
gseekerj       machine=f3_224b          XRGB8888
gseekeru       machine=f3_224b          XRGB8888
gunbird2       machine=psikyo5          XRGB8888
gunlock        machine=f3_224a          XRGB8888
harddunj       machine=multi32          XRGB8888
harddunk       machine=multi32          XRGB8888
hmcompm2       machine=djmain           XRGB8888
hmcompmx       machine=djmain           XRGB8888
holo           machine=system32         XRGB8888
hthero93       machine=f3_224a          XRGB8888
hthero95       machine=f3_224a          XRGB8888
hthro95u       machine=f3_224a          XRGB8888
hypreac2       machine=hypreac2         XRGB8888
hypreact       machine=hypreact         XRGB8888
intcup94       machine=f3_224a          XRGB8888
janjans1       machine=janjans1         XRGB8888
jleague        machine=system32         XRGB8888
jpark          machine=jpark            XRGB8888
jsk            machine=janjans1         XRGB8888
kaiserkj       machine=f3_224a          XRGB8888
kaiserkn       machine=f3_224a          XRGB8888
keithlcy       machine=keithlcy         XRGB8888
kirameki       machine=f3_224a          XRGB8888
koikois2       machine=janjans1         XRGB8888
konamigx       machine=konamigx         XRGB8888
ktiger2        machine=f3               XRGB8888
landmakr       machine=f3               XRGB8888
landmkrp       machine=f3               XRGB8888
le2            machine=le2              XRGB8888
le2u           machine=le2              XRGB8888
lightbr        machine=f3_224a          XRGB8888
lockload       machine=lockload         XRGB8888
meosism        machine=meosism          XRGB8888
metamrph       machine=metamrph         XRGB8888
metamrpj       machine=metamrph         XRGB8888
moo            machine=moo              XRGB8888
moobl          machine=moobl            XRGB8888
mooua          machine=moo              XRGB8888
mslider        machine=mslider          XRGB8888
mtlchamp       machine=martchmp         XRGB8888
mtlchmpj       machine=martchmp         XRGB8888
mutantf        machine=mutantf          XRGB8888
mutantfa       machine=mutantf          XRGB8888
mystwarr       machine=mystwarr         XRGB8888
mystwaru       machine=mystwarr         XRGB8888
nitrobal       machine=nitrobal         XRGB8888
nslasher       machine=nslasher         XRGB8888
nslasherj      machine=nslasher         XRGB8888
